ligne_num,couleur,origine,destination,jours_validite,course_num,heure_ref_depart_ligne,commune,arret,arret_norm,heure_passage,remarque
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,11:43,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,13:13,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,14:43,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,16:13,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,17:43,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,19:13,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel Le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,10:15,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Camping Chadotel Le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,11:45,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel Le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,13:15,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Camping Chadotel Le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,14:45,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel Le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,16:15,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Camping Chadotel Le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,17:45,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel Le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,19:15,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Centre,saint georges d'oleron|centre,10:22,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Centre,saint georges d'oleron|centre,11:52,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Centre,saint georges d'oleron|centre,13:22,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Centre,saint georges d'oleron|centre,14:52,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Centre,saint georges d'oleron|centre,16:22,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Centre,saint georges d'oleron|centre,17:52,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Centre,saint georges d'oleron|centre,19:22,
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,10:27,Correspondance navettes rouge et bleue
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,11:57,Correspondance navettes rouge et bleue
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,13:27,Correspondance navettes rouge et bleue
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,14:57,Correspondance navettes rouge et bleue
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,16:27,Correspondance navettes rouge et bleue
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,17:57,Correspondance navettes rouge et bleue
3,Verte,Le Château-d'Oléron,Chéray (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,19:27,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,09:15,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,10:45,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,12:15,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,13:45,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,15:15,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,16:45,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Chéray - Les 4 Moulins,saint georges d'oleron|cheray les 4 moulins,18:15,Correspondance navettes rouge et bleue
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Mairie,saint georges d'oleron|mairie,09:19,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Mairie,saint georges d'oleron|mairie,10:49,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Mairie,saint georges d'oleron|mairie,12:19,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Mairie,saint georges d'oleron|mairie,13:49,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Mairie,saint georges d'oleron|mairie,15:19,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Mairie,saint georges d'oleron|mairie,16:49,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Mairie,saint georges d'oleron|mairie,18:19,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Motel Saint Georges,saint georges d'oleron|motel saint georges,09:20,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Motel Saint Georges,saint georges d'oleron|motel saint georges,10:50,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Motel Saint Georges,saint georges d'oleron|motel saint georges,12:20,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Motel Saint Georges,saint georges d'oleron|motel saint georges,13:50,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Motel Saint Georges,saint georges d'oleron|motel saint georges,15:20,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Motel Saint Georges,saint georges d'oleron|motel saint georges,16:50,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Motel Saint Georges,saint georges d'oleron|motel saint georges,18:20,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,09:25,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Camping Chadotel le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,10:55,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,12:25,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Camping Chadotel le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,13:55,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,15:25,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Camping Chadotel le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,16:55,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Camping Chadotel le Domaine d'Oléron,saint georges d'oleron|camping chadotel le domaine d'oleron,18:25,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,09:26,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,10:56,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,12:26,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,13:56,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,15:26,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,16:56,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Camping Verébleu,saint georges d'oleron|camping verebleu,18:26,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Camping Oléron Loisirs,saint georges d'oleron|camping oleron loisirs,09:27,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Camping Oléron Loisirs,saint georges d'oleron|camping oleron loisirs,10:57,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Camping Oléron Loisirs,saint georges d'oleron|camping oleron loisirs,12:27,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Camping Oléron Loisirs,saint georges d'oleron|camping oleron loisirs,13:57,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Camping Oléron Loisirs,saint georges d'oleron|camping oleron loisirs,15:27,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Camping Oléron Loisirs,saint georges d'oleron|camping oleron loisirs,16:57,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Camping Oléron Loisirs,saint georges d'oleron|camping oleron loisirs,18:27,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Sauzelle,saint georges d'oleron|sauzelle,09:31,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Sauzelle,saint georges d'oleron|sauzelle,11:01,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Sauzelle,saint georges d'oleron|sauzelle,12:31,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Sauzelle,saint georges d'oleron|sauzelle,14:01,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Sauzelle,saint georges d'oleron|sauzelle,15:31,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Sauzelle,saint georges d'oleron|sauzelle,17:01,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Sauzelle,saint georges d'oleron|sauzelle,18:31,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Camping Signol,saint georges d'oleron|camping signol,09:38,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Camping Signol,saint georges d'oleron|camping signol,11:08,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Camping Signol,saint georges d'oleron|camping signol,12:38,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Camping Signol,saint georges d'oleron|camping signol,14:08,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Camping Signol,saint georges d'oleron|camping signol,15:38,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Camping Signol,saint georges d'oleron|camping signol,17:08,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Camping Signol,saint georges d'oleron|camping signol,18:38,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Parking du chenal,saint georges d'oleron|boyardville parking du chenal,09:41,Embarcadère de la liaison maritime à proximité
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Boyardville - Parking du chenal,saint georges d'oleron|boyardville parking du chenal,11:11,Embarcadère de la liaison maritime à proximité
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Parking du chenal,saint georges d'oleron|boyardville parking du chenal,12:41,Embarcadère de la liaison maritime à proximité
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Boyardville - Parking du chenal,saint georges d'oleron|boyardville parking du chenal,14:11,Embarcadère de la liaison maritime à proximité
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Parking du chenal,saint georges d'oleron|boyardville parking du chenal,15:41,Embarcadère de la liaison maritime à proximité
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Boyardville - Parking du chenal,saint georges d'oleron|boyardville parking du chenal,17:11,Embarcadère de la liaison maritime à proximité
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Parking du chenal,saint georges d'oleron|boyardville parking du chenal,18:41,Embarcadère de la liaison maritime à proximité
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Plage,saint georges d'oleron|boyardville plage,09:44,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-GEORGES-D'OLÉRON,Boyardville - Plage,saint georges d'oleron|boyardville plage,11:14,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Plage,saint georges d'oleron|boyardville plage,12:44,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-GEORGES-D'OLÉRON,Boyardville - Plage,saint georges d'oleron|boyardville plage,14:14,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Plage,saint georges d'oleron|boyardville plage,15:44,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-GEORGES-D'OLÉRON,Boyardville - Plage,saint georges d'oleron|boyardville plage,17:14,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-GEORGES-D'OLÉRON,Boyardville - Plage,saint georges d'oleron|boyardville plage,18:44,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-PIERRE-D'OLÉRON,Fort Royer - Camping le Dauphin,saint pierre d'oleron|fort royer camping le dauphin,09:49,Correspondance navette orange
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-PIERRE-D'OLÉRON,Fort Royer - Camping le Dauphin,saint pierre d'oleron|fort royer camping le dauphin,11:19,Correspondance navette orange
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-PIERRE-D'OLÉRON,Fort Royer - Camping le Dauphin,saint pierre d'oleron|fort royer camping le dauphin,12:49,Correspondance navette orange
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-PIERRE-D'OLÉRON,Fort Royer - Camping le Dauphin,saint pierre d'oleron|fort royer camping le dauphin,14:19,Correspondance navette orange
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-PIERRE-D'OLÉRON,Fort Royer - Camping le Dauphin,saint pierre d'oleron|fort royer camping le dauphin,15:49,Correspondance navette orange
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-PIERRE-D'OLÉRON,Fort Royer - Camping le Dauphin,saint pierre d'oleron|fort royer camping le dauphin,17:19,Correspondance navette orange
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-PIERRE-D'OLÉRON,Fort Royer - Camping le Dauphin,saint pierre d'oleron|fort royer camping le dauphin,18:49,Correspondance navette orange
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,SAINT-PIERRE-D'OLÉRON,CAES du CNRS La Vieille Perrotine,saint pierre d'oleron|caes du cnrs la vieille perrotine,09:54,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,SAINT-PIERRE-D'OLÉRON,CAES du CNRS La Vieille Perrotine,saint pierre d'oleron|caes du cnrs la vieille perrotine,11:24,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,SAINT-PIERRE-D'OLÉRON,CAES du CNRS La Vieille Perrotine,saint pierre d'oleron|caes du cnrs la vieille perrotine,12:54,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,SAINT-PIERRE-D'OLÉRON,CAES du CNRS La Vieille Perrotine,saint pierre d'oleron|caes du cnrs la vieille perrotine,14:24,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,SAINT-PIERRE-D'OLÉRON,CAES du CNRS La Vieille Perrotine,saint pierre d'oleron|caes du cnrs la vieille perrotine,15:54,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,SAINT-PIERRE-D'OLÉRON,CAES du CNRS La Vieille Perrotine,saint pierre d'oleron|caes du cnrs la vieille perrotine,17:24,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,SAINT-PIERRE-D'OLÉRON,CAES du CNRS La Vieille Perrotine,saint pierre d'oleron|caes du cnrs la vieille perrotine,18:54,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,DOLUS-D'OLÉRON,Les Allards - La Forge,dolus d'oleron|les allards la forge,09:59,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,DOLUS-D'OLÉRON,Les Allards - La Forge,dolus d'oleron|les allards la forge,11:29,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,DOLUS-D'OLÉRON,Les Allards - La Forge,dolus d'oleron|les allards la forge,12:59,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,DOLUS-D'OLÉRON,Les Allards - La Forge,dolus d'oleron|les allards la forge,14:29,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,DOLUS-D'OLÉRON,Les Allards - La Forge,dolus d'oleron|les allards la forge,15:59,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,DOLUS-D'OLÉRON,Les Allards - La Forge,dolus d'oleron|les allards la forge,17:29,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,7,18:15,DOLUS-D'OLÉRON,Les Allards - La Forge,dolus d'oleron|les allards la forge,18:59,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,1,09:15,DOLUS-D'OLÉRON,Parc aquatique Iléo,dolus d'oleron|parc aquatique ileo,10:05,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,2,10:45,DOLUS-D'OLÉRON,Parc aquatique Iléo,dolus d'oleron|parc aquatique ileo,11:35,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,3,12:15,DOLUS-D'OLÉRON,Parc aquatique Iléo,dolus d'oleron|parc aquatique ileo,13:05,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,4,13:45,DOLUS-D'OLÉRON,Parc aquatique Iléo,dolus d'oleron|parc aquatique ileo,14:35,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,5,15:15,DOLUS-D'OLÉRON,Parc aquatique Iléo,dolus d'oleron|parc aquatique ileo,16:05,
4,Verte,Chéray,Le Château-d'Oléron (par Boyardville),Du lundi au dimanche et jours fériés,6,16:45,DOLUS-D'OLÉRON,Parc aquatique Iléo,dolus d'oleron|parc aquatique ileo,17:35,
